product_name,product_type,scenario_id,ingreso_personal_mensual_mxn,price,price_income_pct,PC1,PC2,PC3,PC4,PC5
BX-00 Beyblade 25th Anniversary Set,Set,LOW_01,4001,5199.0,129.94251437140716,2.4752539900758346,2.108707858828319,3.7801644574841085,3.587212420268629,1.3802176740379652
BX-00 Beyblade 25th Anniversary Set,Set,LOW_02,4500,5199.0,115.53333333333332,2.2758879873201856,1.7922642483502664,3.78546488484966,3.4994336125298213,1.3516089541023826
BX-00 Beyblade 25th Anniversary Set,Set,LOW_03,5000,5199.0,103.98,2.116035607154785,1.5385386199890068,3.7897147866311376,3.4290522478478644,1.328670379260245
BX-00 Beyblade 25th Anniversary Set,Set,LOW_04,5500,5199.0,94.52727272727272,1.9852472961103658,1.3309449240570665,3.793191978997801,3.3714674949262626,1.3099024543894053
BX-00 Beyblade 25th Anniversary Set,Set,LOW_05,6000,5199.0,86.65,1.8762570369066836,1.1579501774471168,3.7960896393033536,3.3234802008249282,1.2942625169970388
BX-00 Beyblade 25th Anniversary Set,Set,LOW_06,6500,5199.0,79.98461538461538,1.7840345098881831,1.0115700072386973,3.7985415057157446,3.282875567354568,1.2810287238188827
BX-00 Beyblade 25th Anniversary Set,Set,LOW_07,7000,5199.0,74.27142857142857,1.7049866295866114,0.8861012899171948,3.800643105497794,3.248071595808545,1.26968547252332
BX-00 Beyblade 25th Anniversary Set,Set,LOW_08,7500,5199.0,69.32000000000001,1.6364784666585825,0.7773617349052261,3.80246449197557,3.217908153801992,1.2598546547338325
BX-00 Beyblade 25th Anniversary Set,Set,LOW_09,8000,5199.0,64.9875,1.5765338240965572,0.6822146242697534,3.8040582051436242,3.191515142046258,1.251252689168031
BX-00 Beyblade 25th Anniversary Set,Set,LOW_10,8500,5199.0,61.16470588235294,1.523641492424182,0.5982612913561011,3.805464422644848,3.168227190497081,1.2436627195511472
BX-00 Beyblade 25th Anniversary Set,Set,LOW_11,8999,5199.0,57.773085898433166,1.4767149032395788,0.5237770808902052,3.8067120324381336,3.1475658942232028,1.236928824960504
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_01,4001,1599.0,39.96500874781304,-0.990474850242068,0.8545295423594987,-0.17216550632588665,-0.12287274747561218,-0.06761566273670591
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_02,4500,1599.0,35.53333333333333,-1.051791687788958,0.7572044157669992,-0.17053531141195757,-0.1498699226197461,-0.07641453620794972
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_03,5000,1599.0,31.98,-1.1009557493170357,0.6791687781925321,-0.16922821524950662,-0.17151635503491244,-0.08346950469661638
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_04,5500,1599.0,29.07272727272727,-1.1411808905672811,0.615321438358877,-0.16815877293477402,-0.1892270724655031,-0.08924175164188908
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_05,6000,1599.0,26.65,-1.1747018416091524,0.5621153218308312,-0.1672675710058302,-0.20398600365766198,-0.09405195742961633
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_06,6500,1599.0,24.6,-1.2030657232599662,0.5170947616917155,-0.16651347706595468,-0.21647433005102718,-0.09812213155769323
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_07,7000,1599.0,22.84285714285714,-1.227377621817807,0.4785057101439021,-0.16586711083177566,-0.22717860981676877,-0.10161085223890201
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_08,7500,1599.0,21.32,-1.2484479339012688,0.44506186546913046,-0.16530692676215378,-0.2364556522804115,-0.10463441016261629
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_09,8000,1599.0,19.9875,-1.2668844569742979,0.41579850137870533,-0.16481676570123469,-0.24457306443609886,-0.10728002334586631
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_10,8500,1599.0,18.811764705882357,-1.283151977332853,0.3899778860048008,-0.16438427064748254,-0.25173548692641123,-0.10961438791932218
BX-00 Booster Cobalt Drake 4-60F Clear Ver.,Booster,LOW_11,8999,1599.0,17.76864096010668,-1.297584679026675,0.3670695858441991,-0.16400055684493145,-0.2580900575634436,-0.11168545878880454
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_01,4001,4699.0,117.44563859035242,0.8516310777105246,3.7889925519993795,-0.8060090558127787,0.12403831764479849,-0.07949201165052622
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_02,4500,4699.0,104.42222222222222,0.6714385701227586,3.502982064283209,-0.8012183829543967,0.04470140332191801,-0.1053493640216174
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_03,5000,4699.0,93.98,0.5269595675458754,3.273657823531226,-0.7973772041755619,-0.01891122076742947,-0.1260818824257728
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_04,5500,4699.0,85.43636363636364,0.40874947452842497,3.086028899279603,-0.7942344215383333,-0.0709579132041683,-0.14304485202917275
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_05,6000,4699.0,78.31666666666666,0.31024106368054966,2.9296714624032507,-0.7916154360073094,-0.11433015690145075,-0.157180660032006
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_06,6500,4699.0,72.29230769230769,0.22688779296311679,2.7973690158155677,-0.7893993713272124,-0.15102974772222813,-0.16914172834209568
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_07,7000,4699.0,67.12857142857143,0.1554421323481744,2.6839669187404116,-0.7874998873157008,-0.182486539854323,-0.1793940726078868
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_08,7500,4699.0,62.653333333333336,0.09352255981522414,2.5856851012752755,-0.7858536678390572,-0.20974909303547196,-0.18827943763823918
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_09,8000,4699.0,58.7375,0.03934293384889251,2.499688510993282,-0.7844132257969941,-0.23360382706897734,-0.1960541320397975
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_10,8500,4699.0,55.28235294117647,-0.008462618474340959,2.4238091666268167,-0.7831422475245854,-0.2546521218044232,-0.20291415651176065
BX-00 Booster Cobalt Drake 4-60F Metal Coat: Blue Ver.,Booster,LOW_11,8999,4699.0,52.216912990332254,-0.0508761677296691,2.356488277036656,-0.7820146232855688,-0.2733263728509617,-0.20900043669668722
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_01,4001,599.0,14.971257185703571,-0.7936062979941199,-0.5934813816240406,-0.12736063495892938,0.004656538628375579,-0.2616133883301876
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_02,4500,599.0,13.311111111111112,-0.8165761452052437,-0.6299402626927755,-0.12674994905933998,-0.005456849683904707,-0.2649095266724484
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_03,5000,599.0,11.98,-0.8349934515562872,-0.6591731250486891,-0.12626029890217425,-0.013565800913851357,-0.26755238228515094
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_04,5500,599.0,10.89090909090909,-0.8500621567525956,-0.6830909215217094,-0.1258596760463113,-0.02020039737471675,-0.26971471869554386
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_05,6000,599.0,9.983333333333333,-0.8626194110828526,-0.7030224185825595,-0.12552582366642553,-0.0257292277587713,-0.2715166657042047
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_06,6500,599.0,9.215384615384616,-0.8732447801315314,-0.7198875314802019,-0.12524333319113753,-0.03040746885297121,-0.2730413900961484
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_07,7000,599.0,8.557142857142857,-0.8823522393161134,-0.7343433425353241,-0.12500119849803357,-0.03441738979085693,-0.2743482967178145
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_08,7500,599.0,7.986666666666667,-0.8902453706094177,-0.7468717121164299,-0.12479134843067682,-0.03789265460369118,-0.27548094912325843
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_09,8000,599.0,7.4875,-0.897151860491059,-0.7578340354998976,-0.12460772962173963,-0.04093351131492117,-0.2764720199780219
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_10,8500,599.0,7.047058823529412,-0.9032458221513308,-0.7675066737794278,-0.1244457130256186,-0.04361662017777115,-0.2773464942616367
BX-00 Booster Draciel Shield 7-60D,Booster,LOW_11,8999,599.0,6.656295143904877,-0.9086524439866024,-0.7760883321885588,-0.12430197033160476,-0.0459971003601241,-0.27812233631968547
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_01,4001,599.0,14.971257185703571,-1.6152669191174411,-0.07195419171075473,0.042004187133001004,-0.20914341641385856,-0.054717663784453856
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_02,4500,599.0,13.311111111111112,-1.6382367663285649,-0.1084130727794896,0.04261487303259041,-0.21925680472613884,-0.05801380212671466
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_03,5000,599.0,11.98,-1.6566540726796084,-0.13764593513540319,0.043104523189756196,-0.2273657559560855,-0.06065665773941719
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_04,5500,599.0,10.89090909090909,-1.6717227778759167,-0.16156373160842347,0.04350514604561915,-0.23400035241695089,-0.06281899414981015
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_05,6000,599.0,9.983333333333333,-1.6842800322061737,-0.18149522866927364,0.043838998425504906,-0.23952918280100544,-0.06462094115847097
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_06,6500,599.0,9.215384615384616,-1.6949054012548526,-0.19836034156691607,0.044121488900792906,-0.24420742389520536,-0.0661456655504147
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_07,7000,599.0,8.557142857142857,-1.7040128604394347,-0.21281615262203823,0.044363623593896874,-0.24821734483309107,-0.06745257217208081
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_08,7500,599.0,7.986666666666667,-1.7119059917327388,-0.22534452220314405,0.04457347366125362,-0.2516926096459253,-0.06858522457752472
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_09,8000,599.0,7.4875,-1.7188124816143802,-0.23630684558661175,0.04475709247019081,-0.2547334663571553,-0.06957629543228819
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_10,8500,599.0,7.047058823529412,-1.724906443274652,-0.245979483866142,0.04491910906631184,-0.25741657522000533,-0.070450769715903
BX-00 Booster Dragoon Storm 4-60RA,Booster,LOW_11,8999,599.0,6.656295143904877,-1.7303130651099237,-0.25456114227527293,0.045062851760325685,-0.25979705540235826,-0.07122661177395173
BX-00 Booster Dran Sword 3-60F Version 2.0,Booster,LOW_01,4001,999.0,24.968757810547363,0.4601531644957538,-0.8655503551721435,-0.44604529523777103,0.29016360971484745,-0.5300523149855296
BX-00 Booster Dran Sword 3-60F Version 2.0,Booster,LOW_02,4500,999.0,22.2,0.4218445211503233,-0.9263557344503844,-0.4450268057324458,0.27329670666982564,-0.5355495473793837
BX-00 Booster Dran Sword 3-60F Version 2.0,Booster,LOW_03,5000,999.0,19.98,0.3911285127284661,-0.9751097068937195,-0.4442101771731659,0.25977276296579116,-0.5399572481424718
BX-00 Booster Dran Sword 3-60F Version 2.0,Booster,LOW_04,5500,999.0,18.163636363636364,0.365997233110583,-1.0149993207109935,-0.4435420265337551,0.24870771811703563,-0.5435635487668167
BX-00 Booster Dran Sword 3-60F Version 2.0,Booster,LOW_05,6000,999.0,16.650000000000002,0.34505450009568034,-1.0482406655587218,-0.4429852343342461,0.2394868474097394,-0.546568799287104
BX-00 Booster Dran Sword 3-60F Version 2.0,Booster,LOW_06,6500,999.0,15.369230769230768,0.3273337260061474,-1.0763679573529537,-0.44251410247312317,0.2316845721958733,-0.549111703573501
